Experiment,Type,Replicate,Observation,Well Row,Well Col,Content,fret_channel,donor_channel,acceptor_channel,concentration
data_034,titration,1,12,K,12,titration_1,2311,165471,374,0.48828125
data_034,titration,1,13,K,13,titration_1,1391,172692,258,0.244140625
data_034,titration,1,14,K,14,titration_1,959,178068,160,0.122070313
data_034,titration,1,15,K,15,titration_1,699,176262,119,0.061035156
data_034,titration,1,16,K,16,titration_1,750,179025,91,0.030517578
data_034,titration,1,17,K,17,titration_1,643,177504,63,0.015258789
data_034,titration,1,18,K,18,titration_1,629,177142,54,0.007629395
data_034,titration,1,19,K,19,titration_1,637,180083,43,0.003814697
data_034,titration,1,20,K,20,titration_1,624,174003,36,0.001907349
data_034,titration,1,21,K,21,titration_1,617,177377,40,0
data_034,titration,1,22,K,22,titration_1,729,177127,33,0
data_034,titration,1,23,K,23,titration_1,701,172809,36,0
data_034,titration,1,24,K,24,titration_1,688,155192,33,0
data_034,titration,2,1,L,1,titration_2,83596,87575,183040,1e3
data_034,titration,2,2,L,2,titration_2,43254,79109,80407,500
data_034,titration,2,3,L,3,titration_2,27928,80351,40557,250
data_034,titration,2,4,L,4,titration_2,20319,77390,21952,125
data_034,titration,2,5,L,5,titration_2,17778,93157,12443,62.5
data_034,titration,2,6,L,6,titration_2,18262,86966,7807,31.25
data_034,titration,2,7,L,7,titration_2,12961,80934,4680,15.625
data_034,titration,2,8,L,8,titration_2,12156,85174,2975,7.8125
data_034,titration,2,9,L,9,titration_2,8347,117994,1478,3.90625
data_034,titration,2,10,L,10,titration_2,5780,131870,941,1.953125
data_034,titration,2,11,L,11,titration_2,3198,153856,592,0.9765625
data_034,titration,2,12,L,12,titration_2,1885,161408,372,0.48828125
data_034,titration,2,13,L,13,titration_2,943,168619,211,0.244140625
data_034,titration,2,14,L,14,titration_2,919,169070,149,0.122070313
data_034,titration,2,15,L,15,titration_2,748,169838,88,0.061035156
data_034,titration,2,16,L,16,titration_2,631,171251,76,0.030517578
data_034,titration,2,17,L,17,titration_2,800,184836,52,0.015258789
data_034,titration,2,18,L,18,titration_2,570,174591,49,0.007629395
data_034,titration,2,19,L,19,titration_2,556,176286,40,0.003814697
data_034,titration,2,20,L,20,titration_2,577,170935,42,0.001907349
data_034,titration,2,21,L,21,titration_2,677,176181,35,0
data_034,titration,2,22,L,22,titration_2,666,177182,36,0
data_034,titration,2,23,L,23,titration_2,618,172406,34,0
data_034,titration,2,24,L,24,titration_2,705,158060,35,0
